"Albania";"ALB";"1971";"0.00"
"Albania";"ALB";"1972";"0.00"
"Albania";"ALB";"1973";"0.00"
"Albania";"ALB";"1974";"0.00"
"Albania";"ALB";"1975";"0.00"
"Albania";"ALB";"1976";"0.00"
"Albania";"ALB";"1977";"0.00"
"Albania";"ALB";"1978";"0.00"
"Albania";"ALB";"1979";"0.00"
"Albania";"ALB";"1980";"0.00"
"Albania";"ALB";"1981";"0.00"
"Albania";"ALB";"1982";"0.00"
"Albania";"ALB";"1983";"0.00"
"Albania";"ALB";"1984";"0.00"
"Albania";"ALB";"1985";"0.00"
"Albania";"ALB";"1986";"0.00"
"Albania";"ALB";"1987";"0.00"
"Albania";"ALB";"1988";"0.00"
"Albania";"ALB";"1989";"0.00"
"Albania";"ALB";"1990";"0.00"
"Albania";"ALB";"1991";"0.00"
"Albania";"ALB";"1992";"0.00"
"Albania";"ALB";"1993";"0.00"
"Albania";"ALB";"1994";"0.00"
"Albania";"ALB";"1995";"0.00"
"Albania";"ALB";"1996";"0.00"
"Albania";"ALB";"1997";"0.00"
"Albania";"ALB";"1998";"0.00"
"Albania";"ALB";"1999";"0.00"
"Albania";"ALB";"2000";"0.00"
"Albania";"ALB";"2001";"0.00"
"Albania";"ALB";"2002";"0.00"
"Albania";"ALB";"2003";"0.00"
"Albania";"ALB";"2004";"0.00"
"Albania";"ALB";"2005";"0.00"
"Albania";"ALB";"2006";"0.00"
"Albania";"ALB";"2007";"0.00"
"Albania";"ALB";"2008";"0.00"
"Albania";"ALB";"2009";"0.00"
"Albania";"ALB";"2010";"0.00"
"Albania";"ALB";"2011";"0.00"
"Albania";"ALB";"2012";"0.00"
"Algeria";"DZA";"1971";"0.00"
"Algeria";"DZA";"1972";"0.00"
"Algeria";"DZA";"1973";"0.00"
"Algeria";"DZA";"1974";"0.00"
"Algeria";"DZA";"1975";"0.00"
"Algeria";"DZA";"1976";"0.00"
"Algeria";"DZA";"1977";"0.00"
"Algeria";"DZA";"1978";"0.00"
"Algeria";"DZA";"1979";"0.00"
"Algeria";"DZA";"1980";"0.00"
"Algeria";"DZA";"1981";"0.00"
"Algeria";"DZA";"1982";"0.00"
"Algeria";"DZA";"1983";"0.00"
"Algeria";"DZA";"1984";"0.00"
"Algeria";"DZA";"1985";"0.00"
"Algeria";"DZA";"1986";"0.00"
"Algeria";"DZA";"1987";"0.00"
"Algeria";"DZA";"1988";"0.00"
"Algeria";"DZA";"1989";"0.00"
"Algeria";"DZA";"1990";"0.00"
"Algeria";"DZA";"1991";"0.00"
"Algeria";"DZA";"1992";"0.00"
"Algeria";"DZA";"1993";"0.00"
"Algeria";"DZA";"1994";"0.00"
"Algeria";"DZA";"1995";"0.00"
"Algeria";"DZA";"1996";"0.00"
"Algeria";"DZA";"1997";"0.00"
"Algeria";"DZA";"1998";"0.00"
"Algeria";"DZA";"1999";"0.00"
"Algeria";"DZA";"2000";"0.00"
"Algeria";"DZA";"2001";"0.00"
"Algeria";"DZA";"2002";"0.00"
"Algeria";"DZA";"2003";"0.00"
"Algeria";"DZA";"2004";"0.00"
"Algeria";"DZA";"2005";"0.00"
"Algeria";"DZA";"2006";"0.00"
"Algeria";"DZA";"2007";"0.00"
"Algeria";"DZA";"2008";"0.00"
"Algeria";"DZA";"2009";"0.00"
"Algeria";"DZA";"2010";"0.00"
"Algeria";"DZA";"2011";"0.00"
"Algeria";"DZA";"2012";"0.00"
"Angola";"AGO";"1971";"0.00"
"Angola";"AGO";"1972";"0.00"
"Angola";"AGO";"1973";"0.00"
"Angola";"AGO";"1974";"0.00"
"Angola";"AGO";"1975";"0.00"
"Angola";"AGO";"1976";"0.00"
"Angola";"AGO";"1977";"0.00"
"Angola";"AGO";"1978";"0.00"
"Angola";"AGO";"1979";"0.00"
"Angola";"AGO";"1980";"0.00"
"Angola";"AGO";"1981";"0.00"
"Angola";"AGO";"1982";"0.00"
"Angola";"AGO";"1983";"0.00"
"Angola";"AGO";"1984";"0.00"
"Angola";"AGO";"1985";"0.00"
"Angola";"AGO";"1986";"0.00"
"Angola";"AGO";"1987";"0.00"
"Angola";"AGO";"1988";"0.00"
"Angola";"AGO";"1989";"0.00"
"Angola";"AGO";"1990";"0.00"
"Angola";"AGO";"1991";"0.00"
"Angola";"AGO";"1992";"0.00"
"Angola";"AGO";"1993";"0.00"
"Angola";"AGO";"1994";"0.00"
"Angola";"AGO";"1995";"0.00"
"Angola";"AGO";"1996";"0.00"
"Angola";"AGO";"1997";"0.00"
"Angola";"AGO";"1998";"0.00"
"Angola";"AGO";"1999";"0.00"
"Angola";"AGO";"2000";"0.00"
"Angola";"AGO";"2001";"0.00"
"Angola";"AGO";"2002";"0.00"
"Angola";"AGO";"2003";"0.00"
"Angola";"AGO";"2004";"0.00"
"Angola";"AGO";"2005";"0.00"
"Angola";"AGO";"2006";"0.00"
"Angola";"AGO";"2007";"0.00"
"Angola";"AGO";"2008";"0.00"
"Angola";"AGO";"2009";"0.00"
"Angola";"AGO";"2010";"0.00"
"Angola";"AGO";"2011";"0.00"
"Angola";"AGO";"2012";"0.00"
"Arab World";"ARB";"1971";"1.17"
"Arab World";"ARB";"1972";"2.29"
"Arab World";"ARB";"1973";"2.43"
"Arab World";"ARB";"1974";"2.39"
"Arab World";"ARB";"1975";"2.63"
"Arab World";"ARB";"1976";"2.27"
"Arab World";"ARB";"1977";"1.95"
"Arab World";"ARB";"1978";"1.73"
"Arab World";"ARB";"1979";"1.03"
"Arab World";"ARB";"1980";"1.01"
"Arab World";"ARB";"1981";"1.03"
"Arab World";"ARB";"1982";"0.83"
"Arab World";"ARB";"1983";"0.91"
"Arab World";"ARB";"1984";"0.74"
"Arab World";"ARB";"1985";"0.61"
"Arab World";"ARB";"1986";"1.06"
"Arab World";"ARB";"1987";"1.27"
"Arab World";"ARB";"1988";"1.13"
"Arab World";"ARB";"1989";"0.82"
"Arab World";"ARB";"1990";"0.88"
"Arab World";"ARB";"1991";"0.72"
"Arab World";"ARB";"1992";"0.59"
"Arab World";"ARB";"1993";"0.83"
"Arab World";"ARB";"1994";"0.91"
"Arab World";"ARB";"1995";"1.76"
"Arab World";"ARB";"1996";"1.67"
"Arab World";"ARB";"1997";"1.70"
"Arab World";"ARB";"1998";"1.83"
"Arab World";"ARB";"1999";"1.61"
"Arab World";"ARB";"2000";"1.92"
"Arab World";"ARB";"2001";"2.40"
"Arab World";"ARB";"2002";"2.23"
"Arab World";"ARB";"2003";"2.16"
"Arab World";"ARB";"2004";"2.17"
"Arab World";"ARB";"2005";"2.03"
"Arab World";"ARB";"2006";"1.94"
"Arab World";"ARB";"2007";"1.76"
"Arab World";"ARB";"2008";"1.53"
"Arab World";"ARB";"2009";"1.34"
"Arab World";"ARB";"2010";"1.23"
"Arab World";"ARB";"2011";"1.28"
"Arab World";"ARB";"2012";"1.22"
"Argentina";"ARG";"1971";"3.09"
"Argentina";"ARG";"1972";"2.43"
"Argentina";"ARG";"1973";"2.37"
"Argentina";"ARG";"1974";"2.43"
"Argentina";"ARG";"1975";"2.22"
"Argentina";"ARG";"1976";"2.08"
"Argentina";"ARG";"1977";"1.65"
"Argentina";"ARG";"1978";"2.26"
"Argentina";"ARG";"1979";"1.81"
"Argentina";"ARG";"1980";"2.06"
"Argentina";"ARG";"1981";"2.30"
"Argentina";"ARG";"1982";"1.84"
"Argentina";"ARG";"1983";"2.09"
"Argentina";"ARG";"1984";"1.29"
"Argentina";"ARG";"1985";"1.34"
"Argentina";"ARG";"1986";"2.07"
"Argentina";"ARG";"1987";"1.93"
"Argentina";"ARG";"1988";"2.99"
"Argentina";"ARG";"1989";"1.70"
"Argentina";"ARG";"1990";"1.29"
"Argentina";"ARG";"1991";"1.70"
"Argentina";"ARG";"1992";"1.48"
"Argentina";"ARG";"1993";"1.89"
"Argentina";"ARG";"1994";"3.59"
"Argentina";"ARG";"1995";"2.80"
"Argentina";"ARG";"1996";"2.72"
"Argentina";"ARG";"1997";"2.50"
"Argentina";"ARG";"1998";"2.33"
"Argentina";"ARG";"1999";"2.48"
"Argentina";"ARG";"2000";"2.00"
"Argentina";"ARG";"2001";"1.51"
"Argentina";"ARG";"2002";"0.96"
"Argentina";"ARG";"2003";"1.02"
"Argentina";"ARG";"2004";"1.68"
"Argentina";"ARG";"2005";"2.07"
"Argentina";"ARG";"2006";"1.87"
"Argentina";"ARG";"2007";"2.18"
"Argentina";"ARG";"2008";"1.59"
"Argentina";"ARG";"2009";"1.44"
"Argentina";"ARG";"2010";"2.25"
"Argentina";"ARG";"2011";"2.65"
"Argentina";"ARG";"2012";"2.73"
"Armenia";"ARM";"1990";"0.00"
"Armenia";"ARM";"1991";"0.00"
"Armenia";"ARM";"1992";"0.00"
"Armenia";"ARM";"1993";"0.00"
"Armenia";"ARM";"1994";"0.00"
"Armenia";"ARM";"1995";"0.00"
"Armenia";"ARM";"1996";"0.00"
"Armenia";"ARM";"1997";"0.00"
"Armenia";"ARM";"1998";"0.00"
"Armenia";"ARM";"1999";"0.00"
"Armenia";"ARM";"2000";"0.00"
"Armenia";"ARM";"2001";"0.00"
"Armenia";"ARM";"2002";"0.00"
"Armenia";"ARM";"2003";"0.00"
"Armenia";"ARM";"2004";"0.00"
"Armenia";"ARM";"2005";"0.00"
"Armenia";"ARM";"2006";"0.00"
"Armenia";"ARM";"2007";"0.00"
"Armenia";"ARM";"2008";"0.00"
"Armenia";"ARM";"2009";"0.00"
"Armenia";"ARM";"2010";"0.00"
"Armenia";"ARM";"2011";"0.00"
"Armenia";"ARM";"2012";"0.00"
"Australia";"AUS";"1960";"74.42"
"Australia";"AUS";"1961";"73.00"
"Australia";"AUS";"1962";"75.58"
"Australia";"AUS";"1963";"71.86"
"Australia";"AUS";"1964";"72.71"
"Australia";"AUS";"1965";"70.75"
"Australia";"AUS";"1966";"75.76"
"Australia";"AUS";"1967";"75.67"
"Australia";"AUS";"1968";"76.72"
"Australia";"AUS";"1969";"76.14"
"Australia";"AUS";"1970";"75.97"
"Australia";"AUS";"1971";"71.03"
"Australia";"AUS";"1972";"71.93"
"Australia";"AUS";"1973";"74.88"
"Australia";"AUS";"1974";"67.78"
"Australia";"AUS";"1975";"68.82"
"Australia";"AUS";"1976";"68.36"
"Australia";"AUS";"1977";"72.43"
"Australia";"AUS";"1978";"70.75"
"Australia";"AUS";"1979";"69.81"
"Australia";"AUS";"1980";"73.25"
"Australia";"AUS";"1981";"71.14"
"Australia";"AUS";"1982";"71.07"
"Australia";"AUS";"1983";"73.13"
"Australia";"AUS";"1984";"73.21"
"Australia";"AUS";"1985";"74.69"
"Australia";"AUS";"1986";"74.06"
"Australia";"AUS";"1987";"76.54"
"Australia";"AUS";"1988";"76.72"
"Australia";"AUS";"1989";"77.28"
"Australia";"AUS";"1990";"78.74"
"Australia";"AUS";"1991";"80.35"
"Australia";"AUS";"1992";"81.14"
"Australia";"AUS";"1993";"80.44"
"Australia";"AUS";"1994";"81.12"
"Australia";"AUS";"1995";"80.16"
"Australia";"AUS";"1996";"82.17"
"Australia";"AUS";"1997";"82.96"
"Australia";"AUS";"1998";"84.00"
"Australia";"AUS";"1999";"82.75"
"Australia";"AUS";"2000";"83.03"
"Australia";"AUS";"2001";"83.29"
"Australia";"AUS";"2002";"77.11"
"Australia";"AUS";"2003";"77.62"
"Australia";"AUS";"2004";"77.79"
"Australia";"AUS";"2005";"79.53"
"Australia";"AUS";"2006";"79.62"
"Australia";"AUS";"2007";"77.05"
"Australia";"AUS";"2008";"75.84"
"Australia";"AUS";"2009";"74.72"
"Australia";"AUS";"2010";"71.75"
"Australia";"AUS";"2011";"68.61"
"Australia";"AUS";"2012";"68.80"
"Australia";"AUS";"2013";"64.53"
"Austria";"AUT";"1960";"13.86"
"Austria";"AUT";"1961";"17.38"
"Austria";"AUT";"1962";"16.66"
"Austria";"AUT";"1963";"17.70"
"Austria";"AUT";"1964";"16.84"
"Austria";"AUT";"1965";"12.04"
"Austria";"AUT";"1966";"12.47"
"Austria";"AUT";"1967";"12.55"
"Austria";"AUT";"1968";"13.02"
"Austria";"AUT";"1969";"15.59"
"Austria";"AUT";"1970";"9.72"
"Austria";"AUT";"1971";"13.12"
"Austria";"AUT";"1972";"11.54"
"Austria";"AUT";"1973";"10.32"
"Austria";"AUT";"1974";"10.04"
"Austria";"AUT";"1975";"8.01"
"Austria";"AUT";"1976";"10.45"
"Austria";"AUT";"1977";"6.66"
"Austria";"AUT";"1978";"6.65"
"Austria";"AUT";"1979";"5.91"
"Austria";"AUT";"1980";"7.02"
"Austria";"AUT";"1981";"10.32"
"Austria";"AUT";"1982";"9.02"
"Austria";"AUT";"1983";"10.07"
"Austria";"AUT";"1984";"11.30"
"Austria";"AUT";"1985";"10.93"
"Austria";"AUT";"1986";"9.34"
"Austria";"AUT";"1987";"9.92"
"Austria";"AUT";"1988";"8.27"
"Austria";"AUT";"1989";"9.77"
"Austria";"AUT";"1990";"14.21"
"Austria";"AUT";"1991";"15.52"
"Austria";"AUT";"1992";"10.19"
"Austria";"AUT";"1993";"7.28"
"Austria";"AUT";"1994";"7.50"
"Austria";"AUT";"1995";"9.38"
